"Monto";"Cantidad";"level3";"Proveedor";"Municipios"
1.511.721;1;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Cerro Navia
14.606.955;4;Bebidas y comidas infantiles;"""Supermercado San Roberto""";Municipalidad de Navidad
25.395;1;Grasas y aceites animales comestibles;"""RODRIGO """;Municipalidad de Contulmo
6.729.841;30;Aceites vegetales y grasas comestibles;"""SUPERMERCADO GHISELLINI""";Municipalidad de Lumaco
180.500;1;Acompañamientos preparados;"""Ricardo Tapia Quezada""";Municipalidad de Lampa
675.488;1;Bebidas y comidas infantiles;"""CABANAS REST EVENTOS LA VALENCIANA - PUYEHUE""";Municipalidad de Futrono
117.919;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Jose del Carmen Carvallo Palma""";Municipalidad de Coelemu
220.284;1;Empanadas, tartas y pies;"""sabina isabel marquez irquen""";Municipalidad de Cochrane
249.818;2;Grasas y aceites animales comestibles;"""Ercilia Miranda Cisterna""";Municipalidad de Pichilemu
329.052;1;Aceites vegetales y grasas comestibles;"""cristian zamora murua""";Municipalidad de Petorca
235.840;2;Empanadas, tartas y pies;"""Jacqueline Carmen""";Municipalidad de Monte Patria
2.605.298;7;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Copiapo
427.888;1;Grasas y aceites animales comestibles;"""ELSA BELTRAN ROCHA Y CIA. LTDA.""";Municipalidad de Lumaco
6.874.276;38;Empanadas, tartas y pies;"""SARA LIDIA""";Municipalidad de Nacimiento
452.160;1;Aceites vegetales y grasas comestibles;"""www.coffebreak.cl -- Facilitador de eventos""";Municipalidad de Coronel
1.568.653;4;Aceites vegetales y grasas comestibles;"""Supermercado Don José""";Municipalidad de Purranque
1.037.086;4;Empanadas, tartas y pies;"""KARLA MOLINA ALIAGA""";Municipalidad de El Monte
13.873.075;15;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""alejandra nataly""";Municipalidad de Calbuco
512.212;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""RED OFFICE SUR LTDA.""";Municipalidad de Calbuco
128.679;2;Aceites vegetales y grasas comestibles;"""Pablo César """;Municipalidad de Monte Patria
397.134;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Distribucion Global Ltda """;Municipalidad de Nogales
121.955;1;Bebidas y comidas infantiles;"""LOS PRODUCTORES""";Municipalidad de El Carmen
530.550;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""BLANCA ESTER JORQUERA ALARCON""";Municipalidad de Yerbas Buenas
356.536;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""paraiso 2""";Municipalidad de Villa Alegre
116.334;1;Aceites vegetales y grasas comestibles;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de Macúl
892.569;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Victor Ivan""";Municipalidad de Lota
369.676;4;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Andacollo
351.226;1;Bebidas y comidas infantiles;"""PANADERIA SAN JOSE""";Municipalidad de San Clemente
1.237.122;1;Acompañamientos preparados;"""SUPERMERCADO GHISELLINI""";Municipalidad de Los Sauces
262.223;2;Bebidas y comidas infantiles;"""Gastón Maldonado""";Municipalidad de Cisnes
169.743;1;Empanadas, tartas y pies;"""Rolando Antonio Rojas Leyton""";Municipalidad de Sagrada Familia
227.127;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Curicó
1.512.711;7;Bebidas y comidas infantiles;"""NOVOFARMA SERVICE S A""";Municipalidad de Coltauco
50.835;1;Empanadas, tartas y pies;"""Rosa Alarcon""";Municipalidad de Cobquecura
112.067;3;Aceites vegetales y grasas comestibles;"""SUPERFRUT S.A.""";Municipalidad de Torres del Paine
326.867;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Rolando Antonio Rojas Leyton""";Municipalidad de Sagrada Familia
954.713;1;Aceites vegetales y grasas comestibles;"""LA ESTRELLA""";Municipalidad de Renca
895.911;3;Aceites vegetales y grasas comestibles;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Concepción
6.057.476;9;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""RED OFFICE SUR LTDA.""";Municipalidad de Puerto Montt
487.950;5;Empanadas, tartas y pies;"""Mario Andres""";Municipalidad de San Fabián
1.564.059;1;Ensaladas preparadas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Hualqui
648.682;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Peñalolén
1.734.432;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de La Calera
41.629;1;Aceites vegetales y grasas comestibles;"""manuela""";Municipalidad de Hualaihue
612.321;2;Acompañamientos preparados;"""Comercial San Antonio Limitada""";Municipalidad de Lautaro
254.853;1;Aceites vegetales y grasas comestibles;"""Guillermo  Enrique""";Municipalidad de Ranquil
